"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"72490","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"72491","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"72547","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85612","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"71950","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"76773","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"78262","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"80448","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"80449","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"75550","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"88276","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"79794","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"79795","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"81581","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"43488","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"44191","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"42947","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"44190","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"86","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"44192","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"43168","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"10510","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"66263","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"11825","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"84384","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"66262","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"66264","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"84543","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85208","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85622","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85623","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85624","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"85625","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"88807","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"88808","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"88809","BOE07","3617","BOEHRINGER INGELHEIM (CANADA) LTD./LTEE","DIN OWNER","Y","Y","Y","N","","5180 SOUTH SERVICE ROAD","BURLINGTON","ONTARIO","CANADA","L7L 5H4",""
"73324","ARA08","3644","ARAMIS, DIST.","DIN OWNER","Y","N","N","N","","161 COMMANDER BLVD.","AGINCOURT","ONTARIO","CANADA","M1S 3K9",""
"67512","","9867","BEBBINGTON INDUSTRIES INCORPORATED","DIN OWNER","Y","Y","Y","","","44 WRIGHT AVENUE","DARTMOUTH","NOVA SCOTIA","CANADA","B3B 1G6",""
"79106","","9867","BEBBINGTON INDUSTRIES INCORPORATED","DIN OWNER","Y","Y","Y","","","44 WRIGHT AVENUE","DARTMOUTH","NOVA SCOTIA","CANADA","B3B 1G6",""
"76765","","10027","SUNSHINE MAKERS, INC.","DIN OWNER","Y","Y","N","","","15922 PACIFIC COAST HWY","HUNTINGTON BEACH","CALIFORNIA","UNITED STATES","92649",""
"79858","","10027","SUNSHINE MAKERS, INC.","DIN OWNER","Y","Y","N","","","15922 PACIFIC COAST HWY","HUNTINGTON BEACH","CALIFORNIA","UNITED STATES","92649",""
"68979","","10032","ACTELION PHARMACEUTICALS LTD.","DIN OWNER","Y","N","N","","INNOVATION CENTRE","GEWERBESTRASSE 16","ALLSCHWIL",".","SWITZERLAND","4123",""
"68980","","10032","ACTELION PHARMACEUTICALS LTD.","DIN OWNER","Y","N","N","","INNOVATION CENTRE","GEWERBESTRASSE 16","ALLSCHWIL",".","SWITZERLAND","4123",""
"73533","","10032","ACTELION PHARMACEUTICALS LTD.","DIN OWNER","Y","N","N","","INNOVATION CENTRE","GEWERBESTRASSE 16","ALLSCHWIL",".","SWITZERLAND","4123",""
"88241","","10032","ACTELION PHARMACEUTICALS LTD.","DIN OWNER","Y","N","N","","INNOVATION CENTRE","GEWERBESTRASSE 16","ALLSCHWIL",".","SWITZERLAND","4123",""
"88240","","10032","ACTELION PHARMACEUTICALS LTD.","DIN OWNER","Y","N","N","","INNOVATION CENTRE","GEWERBESTRASSE 16","ALLSCHWIL",".","SWITZERLAND","4123",""
"64461","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"67464","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"72153","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"72154","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"4938","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"18412","","9283","M-CHEM TECHNOLOGIES INC.","DIN OWNER","Y","Y","Y","N","","1607 DERWENT WAY","DELTA","BRITISH COLUMBIA","CANADA","V3M 6K8",""
"68340","","9626","BIOLYSE PHARMA CORPORATION","DIN OWNER","Y","Y","Y","","","59 WELLAND VALE ROAD","ST. CATHARINES","ONTARIO","CANADA","L2S 3Y2",""
"67373","","9889","LLOYD'S LABORATORIES INC.","DIN OWNER","Y","Y","Y","","","613 NEAL DRIVE","PETERBOROUGH","ONTARIO","CANADA","K9J 6X7",""
"66138","","9657","EVONIK STOCKHAUSEN INC","DIN OWNER","Y","N","Y","N","","2401 DOYLE ST.","GREENSBORO","NORTH CAROLINA","UNITED STATES","27406-2911",""
"71337","","9657","EVONIK STOCKHAUSEN INC","DIN OWNER","Y","N","Y","N","","2401 DOYLE ST.","GREENSBORO","NORTH CAROLINA","UNITED STATES","27406-2911",""
"68120","","9657","EVONIK STOCKHAUSEN INC","DIN OWNER","Y","N","Y","N","","2401 DOYLE ST.","GREENSBORO","NORTH CAROLINA","UNITED STATES","27406-2911",""
"70825","","9657","EVONIK STOCKHAUSEN INC","DIN OWNER","Y","N","Y","N","","2401 DOYLE ST.","GREENSBORO","NORTH CAROLINA","UNITED STATES","27406-2911",""
"10471","CBM07","3849","LES INDUSTRIES COBOL LTÉE","DIN OWNER","Y","N","N","N","","8477 CORDNER","VILLE LASALLE","QUEBEC","CANADA","H8N 2X2",""
"61044","","11134","C B FLEET COMPANY INC","DIN OWNER","Y","N","N","","","4615 MURRAY PLACE","LYNCHBURG","VIRGINIA","UNITED STATES","24502",""
"11914","","11134","C B FLEET COMPANY INC","DIN OWNER","Y","N","N","","","4615 MURRAY PLACE","LYNCHBURG","VIRGINIA","UNITED STATES","24502",""
"69735","PWI09","6479","PRAIRIE WEST INDUSTRIES 2000 LTD.","DIN OWNER","Y","Y","Y","N","","1801 SARGENT AVE","WINNIPEG","MANITOBA","CANADA","R3H 0E2",""
"87837","PWI09","6479","PRAIRIE WEST INDUSTRIES 2000 LTD.","DIN OWNER","Y","Y","Y","N","","1801 SARGENT AVE","WINNIPEG","MANITOBA","CANADA","R3H 0E2",""
"87838","PWI09","6479","PRAIRIE WEST INDUSTRIES 2000 LTD.","DIN OWNER","Y","Y","Y","N","","1801 SARGENT AVE","WINNIPEG","MANITOBA","CANADA","R3H 0E2",""
"70184","","10779","MODERN ORGANICS INC.","DIN OWNER","Y","Y","Y","","","1150 B HARRIS ROAD","HEADINGLY","MANITOBA","CANADA","R4H 1C4",""
"84863","","10785","NXSTAGE MEDICAL INC.","DIN OWNER","Y","Y","Y","","","350 MERRIMACK STREET","LAWRENCE","MASSACHUSETTS","UNITED STATES","01843",""
"79765","","12689","PRAIRIE OXYGEN LTD.","DIN OWNER","Y","Y","Y","","3","816, 1ST AVENUE NORTH","SASKATOON","SASKATCHEWAN","CANADA","S7K 1Y3",""
"81376","","11199","MEDICAL FUTURES INC.","DIN OWNER","Y","Y","Y","","","16 SIMS CRESCENT, SUITE 29","RICHMOND HILL","ONTARIO","CANADA","L4B 2P1",""
"84451","","11199","MEDICAL FUTURES INC.","DIN OWNER","Y","Y","Y","","","16 SIMS CRESCENT, SUITE 29","RICHMOND HILL","ONTARIO","CANADA","L4B 2P1",""
"76520","","11199","MEDICAL FUTURES INC.","DIN OWNER","Y","Y","Y","","","16 SIMS CRESCENT, SUITE 29","RICHMOND HILL","ONTARIO","CANADA","L4B 2P1",""
"816","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"67589","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"4544","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"1147","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"20258","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"20009","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"35794","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"35785","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"35783","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"35784","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"37358","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"77079","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"1285","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"82835","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"82836","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"19203","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"19312","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"20008","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"19317","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"84293","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"84294","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"84297","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"84296","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"86790","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"89060","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"28440","","11211","VALEO PHARMA INC.","DIN OWNER","Y","Y","N","","","16,667 HYMUS BLVD.","KIRKLAND","QUEBEC","CANADA","H9H 4R9",""
"72269","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"72270","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"72271","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"72275","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"77552","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"73436","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"82834","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"76518","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"79184","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"79185","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"83403","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"88678","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"86801","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"87900","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"88900","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"89092","","11226","KIEHL'S CANADA","DIN OWNER","Y","N","N","","","4895 HICKMORE","MONTREAL","QUEBEC","CANADA","H4T 1K5",""
"73631","","11299","UNICA CANADA INC.","DIN OWNER","Y","Y","Y","","","90 J.A. BOMBARDIER","BOUCHERVILLE","QUEBEC","CANADA","J4B 8N4",""
"73726","","11299","UNICA CANADA INC.","DIN OWNER","Y","Y","Y","","","90 J.A. BOMBARDIER","BOUCHERVILLE","QUEBEC","CANADA","J4B 8N4",""
"79867","","11299","UNICA CANADA INC.","DIN OWNER","Y","Y","Y","","","90 J.A. BOMBARDIER","BOUCHERVILLE","QUEBEC","CANADA","J4B 8N4",""
"77801","","11299","UNICA CANADA INC.","DIN OWNER","Y","Y","Y","","","90 J.A. BOMBARDIER","BOUCHERVILLE","QUEBEC","CANADA","J4B 8N4",""
"43420","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"19406","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"19405","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"78289","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"77259","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"77261","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73181","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73177","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73182","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73180","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73179","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"73178","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"77258","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"77260","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"60149","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"80843","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"80844","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"83254","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"83255","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"83256","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"89385","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"89386","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"89383","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"89384","","9504","SHIRE CANADA INC.","DIN OWNER","Y","Y","Y","N","","2250 ALFRED-NOBEL BLVD, SUITE 500","SAINT-LAURENT","QUEBEC","CANADA","H4S 2C9",""
"15177","","10801","AMO CANADA COMPANY","DIN OWNER","Y","Y","Y","","","80 WHITEHALL DRIVE, UNIT 2","MARKHAM","ONTARIO","CANADA","L3R 0P3",""
"41919","","10801","AMO CANADA COMPANY","DIN OWNER","Y","Y","Y","","","80 WHITEHALL DRIVE, UNIT 2","MARKHAM","ONTARIO","CANADA","L3R 0P3",""
"71150","","10801","AMO CANADA COMPANY","DIN OWNER","Y","Y","Y","","","80 WHITEHALL DRIVE, UNIT 2","MARKHAM","ONTARIO","CANADA","L3R 0P3",""
"72573","","10801","AMO CANADA COMPANY","DIN OWNER","Y","Y","Y","","","80 WHITEHALL DRIVE, UNIT 2","MARKHAM","ONTARIO","CANADA","L3R 0P3",""
"72700","","11388","ANDIS COMPANY","DIN OWNER","Y","N","Y","","","1800 RENAISSANCE BLVD.","STURTEVANT","WISCONSIN","UNITED STATES","53177",""
